qkey,input_prompt,output_token,output_dist,attribute,group,ordinal
a282,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: D. 农村

Answer the following question keeping in mind your previous answers.
Question: 过去一年，您对以下媒体的使用情况是-杂志
A. 不知道
B. 从不
C. 很少
D. 有时
E. 经常
F. 非常频繁
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' F', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' D', ' B', ' B', ' B', ' D', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' C', ' C', ' D', ' B', ' C', ' B', ' C', ' B', ' B', ' D', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' E', ' B', ' B', ' B', ' B', ' C', ' C', ' B', ' B', ' B', ' C', ' C', ' F', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' D', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' D', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B']","[0.0024407320998627046, 0.763496049338956, 0.1493641885676723, 0.06373180090158173, 0.016532101176357474, 0.004435127915569826, 0.0]",居住地类型,农村,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a423,"Question: 您目前的户口类型是？
A. 农业户口
B. 非农业及居民户口

Answer: B. 非农业及居民户口

Answer the following question keeping in mind your previous answers.
Question: 您是否同意-干得好不如嫁得好
A. 不知道
B. 完全不同意
C. 比较不同意
D. 无所谓同意不同意
E. 比较同意
F. 完全同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' C', ' B', ' B', ' C', ' E', ' B', ' C', ' C', ' E', ' B', ' B', ' B', ' C', ' C', ' D', ' C', ' B', ' C', ' C', ' B', ' C', ' B', ' B', ' C', ' D', ' C', ' B', ' C', ' C', ' A', ' E', ' C', ' E', ' E', ' E', ' C', ' D', ' C', ' A', ' C', ' B', ' B', ' B', ' E', ' B', ' C', ' E', ' D', ' E', ' F', ' C', ' E', ' D', ' C', ' E', ' C', ' D', ' C', ' D', ' E', ' E', ' F', ' E', ' C', ' C', ' B', ' C', ' C', ' B', ' B', ' D', ' B', ' C', ' C', ' C', ' E', ' E', ' D', ' E', ' E', ' D', ' B', ' B', ' B', ' E', ' F', ' C', ' C', ' D', ' E', ' B', ' D', ' B', ' C', ' C', ' C', ' F', ' B', ' C', ' C']","[0.008850342120244268, 0.2115524156768655, 0.25586612727095404, 0.16398801029140658, 0.2591135097328351, 0.10062959490769466, 0.000941408190942]",户口类型,非农业及居民户口,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a32,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: A. 中心城区

Answer the following question keeping in mind your previous answers.
Question: 在过去一年中，您有多少个晚上是因为出去度假或者探访亲友而没有在家过夜
A. 不知道
B. 从未
C. 1-5个晚上
D. 6-10个晚上
E. 11-20个晚上
F. 21-30个晚上
G. 超过30个晚上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' D', ' B', ' E', ' C', ' D', ' C', ' C', ' C', ' B', ' B', ' B', ' B', ' D', ' G', ' F', ' D', ' B', ' D', ' C', ' C', ' G', ' G', ' B', ' C', ' B', ' C', ' F', ' B', ' D', ' C', ' D', ' D', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' F', ' B', ' D', ' C', ' B', ' C', ' E', ' E', ' B', ' B', ' C', ' C', ' C', ' F', ' C', ' C', ' B', ' G', ' B', ' C', ' B', ' E', ' B', ' E', ' B', ' B', ' E', ' B', ' C', ' G', ' D', ' B', ' B', ' B', ' C', ' D', ' D', ' B', ' C', ' D', ' B', ' F', ' B', ' D', ' C', ' B', ' G', ' C', ' B', ' B', ' B', ' G', ' E', ' C', ' C', ' D', ' E', ' B', ' C', ' B', ' B']","[0.006291649767588888, 0.4586150242753949, 0.2305832580582841, 0.11297184597174448, 0.09318162957633362, 0.032204064412245645, 0.06615252793840817, 0.0002633708280299]",居住地类型,中心城区,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
a43a,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: B. 有配偶

Answer the following question keeping in mind your previous answers.
Question: 您认为自己目前处于哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' E', ' D', ' G', ' F', ' B', ' F', ' D', ' G', ' E', ' G', ' F', ' B', ' F', ' F', ' G', ' D', ' D', ' D', ' D', ' E', ' F', ' F', ' D', ' E', ' H', ' D', ' E', ' G', ' C', ' F', ' E', ' H', ' D', ' I', ' B', ' D', ' F', ' F', ' H', ' F', ' G', ' G', ' F', ' F', ' C', ' F', ' B', ' F', ' H', ' D', ' E', ' D', ' G', ' D', ' B', ' H', ' E', ' F', ' D', ' F', ' E', ' B', ' F', ' F', ' F', ' F', ' G', ' D', ' F', ' F', ' D', ' C', ' H', ' F', ' B', ' B', ' G', ' C', ' F', ' F', ' C', ' D', ' F', ' F', ' E', ' G', ' I', ' B', ' G', ' E', ' E', ' F', ' B', ' E', ' F', ' F', ' E', ' B', ' D', ' H']","[0.00766762897825402, 0.11985389741482369, 0.07184818058348803, 0.1351153606396145, 0.13748148245653044, 0.30380933104054386, 0.12989466349313006, 0.053479471852390006, 0.025227018569142484, 0.005938959010781225, 0.009684005961301497, 0.000879993680343]",婚姻状况,有配偶,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
a34,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: B. 一般

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您同不同意在这个社会上，您一不小心，别人就会想办法占您的便宜
A. 不知道
B. 非常不同意
C. 比较不同意
D. 说不上同意不同意
E. 比较同意
F. 非常同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' C', ' F', ' E', ' C', ' D', ' C', ' C', ' C', ' C', ' E', ' C', ' C', ' D', ' A', ' D', ' C', ' E', ' B', ' C', ' C', ' E', ' C', ' A', ' D', ' B', ' B', ' E', ' C', ' E', ' C', ' C', ' D', ' D', ' C', ' D', ' C', ' E', ' E', ' C', ' D', ' D', ' C', ' D', ' E', ' C', ' C', ' E', ' B', ' D', ' B', ' D', ' B', ' D', ' E', ' C', ' C', ' D', ' C', ' C', ' D', ' E', ' E', ' B', ' E', ' C', ' E', ' E', ' B', ' B', ' E', ' D', ' C', ' C', ' E', ' D', ' E', ' C', ' E', ' F', ' E', ' C', ' C', ' C', ' D', ' C', ' C', ' D', ' F', ' F', ' B', ' E', ' E', ' D', ' D', ' E', ' F', ' D', ' B', ' E', ' C']","[0.008515980235586269, 0.10418980576309292, 0.30437888434301225, 0.21953482313990255, 0.2949923493080084, 0.06838815721039761, 0.0008835767695482]",自评健康状况,一般,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a89g,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: C. 大专及以上

Answer the following question keeping in mind your previous answers.
Question: 您14岁时父亲工作的单位或公司的类型
A. 不知道
B. 党政机关
C. 企业
D. 事业单位
E. 社会团体、居/村委会
F. 无单位/自雇（包括个体户）
G. 军队
H. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' C', ' F', ' F', ' F', ' F', ' C', ' F', ' C', ' D', ' F', ' F', ' F', ' C', ' F', ' C', ' F', ' F', ' C', ' B', ' F', ' D', ' F', ' B', ' F', ' C', ' D', ' D', ' F', ' D', ' C', ' F', ' F', ' F', ' C', ' F', ' F', ' F', ' C', ' F', ' D', ' F', ' F', ' C', ' F', ' F', ' F', ' C', ' F', ' C', ' F', ' F', ' D', ' F', ' B', ' F', ' F', ' F', ' C', ' F', ' F', ' C', ' F', ' F', ' G', ' F', ' E', ' B', ' F', ' E', ' F', ' C', ' C', ' F', ' F', ' F', ' D', ' C', ' D', ' F', ' F', ' A', ' F', ' F', ' E', ' F', ' D', ' F', ' B', ' F', ' F', ' D', ' F', ' F', ' F', ' F', ' F', ' B', ' F', ' F', ' F']","[0.023152810664123807, 0.04499585908861888, 0.21043820195587548, 0.1153851993326601, 0.023782039588080756, 0.5761293655713915, 0.005421393142548179, 0.000695130656701317, 0.0053854469851168]",受教育程度,大专及以上,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a82,"Question: 您的性别是？
A. 男
B. 女

Answer: A. 男

Answer the following question keeping in mind your previous answers.
Question: 下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作状况
A. 不知道
B. 自己是老板（或者是合伙人）
C. 个体工商户
D. 受雇于他人（有固定雇主）
E. 劳务工/劳务派遣人员
F. 零工、散工（无固定雇主的受雇者）
G. 在自己家的生意/企业中工作/帮忙，领工资
H. 在自己家的生意/企业中工作/帮忙，不领工资
I. 自由职业者
J. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.

Answer:","[' D', ' H', ' D', ' C', ' D', ' C', ' D', ' D', ' D', ' F', ' D', ' F', ' D', ' D', ' D', ' D', ' E', ' D', ' C', ' F', ' H', ' D', ' C', ' D', ' D', ' D', ' I', ' I', ' G', ' C', ' F', ' D', ' D', ' D', ' E', ' H', ' E', ' B', ' C', ' D', ' C', ' C', ' F', ' D', ' D', ' D', ' D', ' D', ' C', ' D', ' D', ' D', ' D', ' D', ' D', ' F', ' D', ' D', ' D', ' F', ' D', ' C', ' D', ' E', ' F', ' C', ' C', ' D', ' D', ' D', ' D', ' E', ' E', ' C', ' D', ' D', ' C', ' H', ' D', ' F', ' D', ' C', ' C', ' F', ' D', ' F', ' E', ' B', ' F', ' D', ' C', ' D', ' D', ' C', ' D', ' D', ' D', ' D', ' D', ' D']","[0.0044478687515313595, 0.029682634217422572, 0.16735299288483588, 0.5294213432593625, 0.04743219718824631, 0.15998699669059058, 0.01448078056682755, 0.017530781099058937, 0.02796355937206369, 0.0017008459700607519, 0.0066152284652987]",性别,男,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]"
a422,"Question: 您目前的户口类型是？
A. 农业户口
B. 非农业及居民户口

Answer: B. 非农业及居民户口

Answer the following question keeping in mind your previous answers.
Question: 您是否同意-男性能力天生比女性强
A. 不知道
B. 完全不同意
C. 比较不同意
D. 无所谓同意不同意
E. 比较同意
F. 完全同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' C', ' E', ' E', ' B', ' B', ' B', ' F', ' C', ' C', ' C', ' B', ' C', ' B', ' C', ' D', ' B', ' F', ' C', ' F', ' B', ' C', ' C', ' B', ' B', ' E', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' E', ' C', ' C', ' D', ' B', ' E', ' D', ' D', ' B', ' C', ' B', ' C', ' A', ' B', ' F', ' E', ' D', ' B', ' E', ' B', ' C', ' B', ' B', ' B', ' C', ' E', ' E', ' E', ' C', ' E', ' C', ' C', ' C', ' B', ' B', ' B', ' D', ' C', ' F', ' E', ' B', ' E', ' C', ' B', ' C', ' E', ' D', ' C', ' E', ' D', ' B', ' B', ' B', ' C', ' B', ' E', ' B', ' C', ' C', ' C', ' E', ' B', ' C', ' C', ' C', ' F', ' B']","[0.00628248990864942, 0.26205021576396864, 0.3389578573829502, 0.1146019378063247, 0.19673303758326874, 0.08137446155483823, 0.0001835180043889]",户口类型,非农业及居民户口,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a89g,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: C. 镇

Answer the following question keeping in mind your previous answers.
Question: 您14岁时父亲工作的单位或公司的类型
A. 不知道
B. 党政机关
C. 企业
D. 事业单位
E. 社会团体、居/村委会
F. 无单位/自雇（包括个体户）
G. 军队
H. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' F', ' F', ' F', ' C', ' F', ' C', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' C', ' C', ' F', ' F', ' B', ' F', ' F', ' C', ' C', ' A', ' D', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' D', ' F', ' F', ' F', ' A', ' F', ' D', ' F', ' F', ' F', ' F', ' D', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' C', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' C', ' D', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' G', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' C', ' B', ' F', ' F', ' C', ' C', ' E', ' F', ' F', ' F', ' F', ' F']","[0.04552952856374007, 0.036867114617596335, 0.13398236880357453, 0.06972065940550257, 0.034181801533319664, 0.6692361409054012, 0.010482386170865561, 0.0, 0.0051359425145938]",居住地类型,镇,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
c3,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: A. 群众

Answer the following question keeping in mind your previous answers.
Question: 您一天里与多少个不住在一起的家人或亲戚有联系
A. 0人
B. 1-2人
C. 3-4人
D. 5-9人
E. 10-19人
F. 20-49人
G. 50-99人
H. 100人或以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' C', ' C', ' C', ' B', ' B', ' B', ' A', ' A', ' A', ' C', ' B', ' B', ' B', ' A', ' C', ' C', ' B', ' C', ' D', ' B', ' B', ' B', ' A', ' B', ' B', ' B', ' B', ' A', ' A', ' C', ' C', ' B', ' B', ' A', ' C', ' C', ' B', ' D', ' C', ' A', ' A', ' C', ' B', ' C', ' B', ' A', ' B', ' B', ' A', ' B', ' C', ' B', ' B', ' A', ' B', ' B', ' D', ' C', ' B', ' C', ' D', ' B', ' B', ' E', ' B', ' C', ' B', ' B', ' B', ' A', ' B', ' B', ' C', ' B', ' B', ' A', ' A', ' C', ' A', ' C', ' B', ' C', ' B', ' B', ' B', ' D', ' A', ' E', ' B', ' A', ' C', ' B', ' D', ' B', ' E', ' B', ' C', ' B', ' B', ' C']","[0.1827556746774375, 0.43784501619979466, 0.2576868438136557, 0.07955800620510348, 0.03521453002390034, 0.005119109728821999, 0.0007996173274405442, 0.001021202023845866, 0.0]",政治面貌,群众,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a32,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: D. 农村

Answer the following question keeping in mind your previous answers.
Question: 在过去一年中，您有多少个晚上是因为出去度假或者探访亲友而没有在家过夜
A. 不知道
B. 从未
C. 1-5个晚上
D. 6-10个晚上
E. 11-20个晚上
F. 21-30个晚上
G. 超过30个晚上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' C', ' E', ' D', ' B', ' B', ' B', ' B', ' D', ' B', ' B', ' B', ' G', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' D', ' B', ' C', ' C', ' B', ' B', ' C', ' E', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' D', ' B', ' B', ' B', ' B', ' B', ' B', ' G', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' G', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' F', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B']","[0.0020641192162207324, 0.7616474214429076, 0.14382035966140072, 0.037280764123982235, 0.01894666572972709, 0.007218444477994013, 0.029022225347767584, 0.0]",居住地类型,农村,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
c12a,"Question: 您所居住的社区属于哪一类？
A. 居委会（城市型）
B. 村委会（农村型）

Answer: A. 居委会（城市型）

Answer the following question keeping in mind your previous answers.
Question: 在过去的12个月中，您对谁提供了以下类型的帮助-倾听个人问题或担心的事
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 没有帮助任何人
G. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' G', ' E', ' F', ' G', ' G', ' A', ' G', ' F', ' E', ' A', ' A', ' G', ' A', ' A', ' G', ' E', ' A', ' F', ' E', ' E', ' A', ' A', ' G', ' B', ' F', ' B', ' G', ' A', ' F', ' D', ' B', ' G', ' E', ' G', ' G', ' D', ' E', ' F', ' E', ' A', ' E', ' G', ' G', ' G', ' E', ' F', ' G', ' E', ' G', ' F', ' D', ' B', ' E', ' A', ' F', ' G', ' A', ' A', ' G', ' G', ' G', ' A', ' E', ' E', ' G', ' E', ' E', ' B', ' G', ' D', ' D', ' G', ' E', ' G', ' F', ' F', ' G', ' G', ' F', ' A', ' B', ' B', ' A', ' A', ' G', ' D', ' D', ' E', ' F', ' E', ' D', ' E', ' G', ' G', ' C', ' E', ' A', ' A', ' E', ' E']","[0.2643982409422977, 0.08051044788122716, 0.027024123872012452, 0.061295388318757416, 0.22063455266280024, 0.10700016801838123, 0.2391370783045239, 0.0]",村居类型,居委会（城市型）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
c12c,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: C. 大专及以上

Answer the following question keeping in mind your previous answers.
Question: 在过去的12个月中，您对谁提供了以下类型的帮助-帮忙料理家务/照顾家人
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 没有帮助任何人
G. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' B', ' B', ' A', ' G', ' E', ' A', ' A', ' G', ' G', ' A', ' G', ' F', ' A', ' B', ' F', ' A', ' A', ' A', ' A', ' G', ' F', ' A', ' A', ' A', ' C', ' A', ' A', ' B', ' F', ' F', ' A', ' B', ' E', ' A', ' A', ' A', ' A', ' A', ' G', ' G', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' E', ' G', ' A', ' G', ' A', ' A', ' A', ' B', ' G', ' G', ' B', ' G', ' A', ' A', ' G', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' B', ' G', ' A', ' A', ' A', ' G', ' A', ' F', ' A', ' A', ' A', ' A', ' A', ' G', ' A', ' G', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' G', ' A', ' B', ' G', ' D']","[0.5216666160604132, 0.1057322004234872, 0.007977251542784699, 0.012906953178383597, 0.04120229967498488, 0.07777504217424079, 0.23273963694570549, 0.0]",受教育程度,大专及以上,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
a283,"Question: 您的性别是？
A. 男
B. 女

Answer: A. 男

Answer the following question keeping in mind your previous answers.
Question: 过去一年，您对以下媒体的使用情况是-广播
A. 不知道
B. 从不
C. 很少
D. 有时
E. 经常
F. 非常频繁
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' C', ' B', ' B', ' B', ' B', ' B', ' B', ' D', ' C', ' F', ' D', ' F', ' B', ' C', ' B', ' E', ' C', ' C', ' E', ' C', ' B', ' E', ' E', ' B', ' C', ' B', ' E', ' D', ' B', ' D', ' B', ' B', ' E', ' B', ' C', ' E', ' B', ' E', ' C', ' B', ' B', ' C', ' D', ' D', ' B', ' B', ' C', ' D', ' F', ' D', ' C', ' E', ' D', ' B', ' B', ' B', ' B', ' B', ' D', ' C', ' C', ' B', ' B', ' B', ' C', ' B', ' B', ' C', ' C', ' C', ' C', ' D', ' C', ' D', ' B', ' E', ' B', ' D', ' B', ' B', ' D', ' B', ' B', ' C', ' C', ' C', ' B', ' B', ' D', ' C', ' E', ' B', ' C', ' E', ' D', ' D', ' B', ' E', ' C', ' C']","[0.0012808542769506674, 0.4694201763940629, 0.21241661500110376, 0.18842471254090806, 0.09811480315745516, 0.030342838629519475, 0.0]",性别,男,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a82,"Question: 您是否有宗教信仰？若有，属于哪一类？
A. 不信仰宗教
B. 有宗教信仰

Answer: A. 不信仰宗教

Answer the following question keeping in mind your previous answers.
Question: 下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作状况
A. 不知道
B. 自己是老板（或者是合伙人）
C. 个体工商户
D. 受雇于他人（有固定雇主）
E. 劳务工/劳务派遣人员
F. 零工、散工（无固定雇主的受雇者）
G. 在自己家的生意/企业中工作/帮忙，领工资
H. 在自己家的生意/企业中工作/帮忙，不领工资
I. 自由职业者
J. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.

Answer:","[' F', ' C', ' H', ' I', ' F', ' D', ' F', ' F', ' D', ' F', ' D', ' D', ' F', ' F', ' B', ' D', ' C', ' F', ' C', ' F', ' B', ' C', ' D', ' D', ' D', ' D', ' D', ' D', ' D', ' F', ' D', ' D', ' D', ' C', ' D', ' F', ' C', ' D', ' F', ' F', ' B', ' D', ' B', ' D', ' D', ' D', ' F', ' D', ' E', ' I', ' D', ' D', ' D', ' D', ' D', ' C', ' C', ' C', ' B', ' F', ' F', ' C', ' D', ' D', ' D', ' D', ' D', ' D', ' D', ' C', ' D', ' I', ' D', ' C', ' D', ' C', ' F', ' D', ' F', ' D', ' D', ' D', ' F', ' D', ' F', ' F', ' D', ' F', ' I', ' D', ' D', ' D', ' D', ' I', ' D', ' D', ' C', ' D', ' E', ' D']","[0.0046857945111997605, 0.051929600905736006, 0.14444931906512395, 0.5167543487954185, 0.03600969009639942, 0.19325701009884827, 0.007560184896126011, 0.012562013945740672, 0.03225657595080902, 0.0005354617345984826, 0.0027760446722257]",宗教信仰,不信仰宗教,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]"
a20,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: A. 未婚或同居

Answer the following question keeping in mind your previous answers.
Question: 您获得非农户口的途径
A. 不知道
B. 升学
C. 参军
D. 工作（招工等）
E. 转干
F. 征地（包括村改居）
G. 家属随转（包括通过婚姻）
H. 购买，或者通过购房
I. 户口改革，当地不再有农业户口
J. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.

Answer:","[' D', ' B', ' H', ' B', ' G', ' I', ' H', ' G', ' F', ' D', ' I', ' G', ' D', ' I', ' G', ' F', ' D', ' H', ' G', ' F', ' I', ' A', ' I', ' B', ' B', ' B', ' D', ' A', ' B', ' D', ' F', ' F', ' H', ' A', ' B', ' A', ' F', ' G', ' F', ' F', ' I', ' F', ' F', ' A', ' J', ' D', ' D', ' B', ' G', ' I', ' F', ' H', ' F', ' B', ' F', ' H', ' D', ' B', ' D', ' G', ' D', ' B', ' B', ' H', ' G', ' G', ' B', ' F', ' J', ' B', ' F', ' I', ' I', ' H', ' G', ' I', ' B', ' G', ' H', ' B', ' H', ' B', ' B', ' H', ' F', ' I', ' F', ' B', ' I', ' B', ' D', ' B', ' D', ' B', ' B', ' H', ' H', ' B', ' F', ' H']","[0.045128974070753294, 0.22994610380767252, 0.0, 0.16027661834245477, 0.009542437611717339, 0.14719006527872985, 0.1142303849367352, 0.12927237445966147, 0.1386182998455603, 0.02579474164671514, 0.0]",婚姻状况,未婚或同居,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]"
